Epoch 1, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 26, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 26, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 27, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 27, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 28, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 28, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 29, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 29, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 30, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 30, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 31, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 31, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 32, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 32, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 33, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 33, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 34, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 34, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 35, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 35, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 36, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 36, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 37, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 37, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 38, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 38, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 39, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 39, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 40, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 40, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 41, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 41, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 42, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 42, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 43, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 43, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 44, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 44, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 45, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 45, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 46, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 46, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 47, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 47, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 48, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 48, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 49, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 49, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 50, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 50, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 51, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 51, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 52, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 52, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 53, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 53, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 54, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 54, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 55, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 55, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 56, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 56, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 57, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 57, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 58, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 58, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 59, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 59, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 60, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 60, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 61, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 61, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 62, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 62, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 63, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 63, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 64, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 64, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 65, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 65, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 66, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 66, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 67, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 67, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 68, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 68, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 69, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 69, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 70, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 70, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 71, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 71, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 72, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 72, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 73, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 73, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 74, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 74, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 75, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 75, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 76, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 76, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 77, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 77, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 78, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 78, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 79, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 79, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 80, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 80, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 81, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 81, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 82, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 82, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 83, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 83, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 84, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 84, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 85, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 85, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 86, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 86, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 87, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 87, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 88, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 88, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 89, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 89, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 90, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 90, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 91, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 91, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 92, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 92, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 93, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 93, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 94, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 94, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 95, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 95, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 96, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 96, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 97, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 97, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 98, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 98, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 99, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 99, Training Loss: 8.542347303662385, Accuracy: 0.40625
Epoch 100, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 100, Training Loss: 8.542347303662385, Accuracy: 0.40625
